totMurd	totNegM	totForcib	totNonForcib	totRobbe	totAggA	totBurgla	totVehic	totArson
160.94381197209	9.08923980903415	38223.2831435914	429.214102093279	14670.2166727874	22374.770473742	166640.745501285	30521.8508997428	6101.26698494308
