city	state	zip	latitude	longitude	avgMurderCount	avgNegligentManSlaughter	avgForcibleSexOffense	avgNonForcibleSexOffense	avgRobbery	avgAggravatedAssault	avgBurglary	avgVehicleTheft	avgArson	avgWeaponOffense	avgDrugViolations	avgLiquorViolations
Atlantic City	NJ	08330	39.478771	-74.7581	0	0	0	0	0	16.67	16.67	0	0	33.33	33.33	0
Atmore	AL	36502	31.090528	-87.49715	0	0	0	0	0	0	0	0	0	0	0	0
Atoka	OK	74525	34.347553	-96.11276	0	0	0	0	0	0	0	0	0	0	0	0
Auburn	ME	04210	44.089173	-70.24143	0	0	0	0	0	0	0	0	0	0	83.33	100
Auburn	NY	13021	42.922273	-76.55882	0	0	0	0	0	0	0	0	0	8.33	25	0
Auburn	WA	98002	47.304221	-122.21602	0	0	0	0	0	0	0	0	0	0	0	0
Auburn	WA	98092	47.297285	-122.16328	0	0	16.67	0	166.67	166.67	933.33	916.67	0	16.67	1066.67	1016.67
Auburn Hills	MI	48326	42.661129	-83.24571	0	0	11.11	0	22.22	5.56	5.56	22.22	0	11.11	0	0
Auburn University	AL	36849	32.602434	-85.4858	0	0	300	0	100	133.33	2416.67	316.67	16.67	183.33	2466.67	5883.33
Auburndale	MA	02466	42.345833	-71.24735	0	0	150	0	16.67	0	1433.33	16.67	0	0	100	133.33
Audubon	PA	19403	40.146069	-75.38378	0	0	0	0	0	0	0	0	0	0	0	0
Augusta	GA	30901	33.461121	-81.97265	0	0	27.78	0	16.67	5.56	266.67	11.11	16.67	11.11	38.89	16.67
Augusta	GA	30904	33.474136	-82.01018	0	0	0	0	0	0	700	0	0	0	566.67	533.33
Augusta	GA	30906	33.387089	-82.01237	0	0	0	0	0	0	0	55.56	0	11.11	0	22.22
Augusta	GA	30907	33.512541	-82.09491	0	0	0	0	0	0	0	0	0	0	0	0
Augusta	GA	30909	33.475936	-82.0697	0	0	0	0	0	0	5.56	0	0	0	0	0
Augusta	GA	30912	33.386041	-82.090996	0	0	66.67	0	33.33	33.33	66.67	533.33	0	133.33	233.33	0
Augusta	ME	04330	44.344406	-69.76345	0	0	0	0	11.11	0	11.11	0	0	0	0	0
Aurora	CO	80010	39.739387	-104.8621	0	0	0	0	11.11	11.11	0	55.56	0	0	0	0
Aurora	CO	80011	39.739737	-104.80905	0	0	0	0	0	4.76	9.52	23.81	0	9.52	19.05	0
Aurora	CO	80012	39.698387	-104.83956	0	0	0	0	0	0	11.11	0	0	0	0	0
Aurora	CO	80014	39.665637	-104.83421	0	0	0	0	29.17	0	8.33	12.5	0	4.17	8.33	0
Aurora	CO	80016	39.595115	-104.7485	0	0	0	0	0	0	0	0	0	0	0	0
Aurora	CO	80017	39.695269	-104.78439	0	0	0	0	0	0	33.33	0	0	0	33.33	0
Aurora	CO	80045	39.746736	-104.838361	0	0	33.33	0	16.67	66.67	466.67	316.67	0	66.67	666.67	250
Aurora	IL	60504	41.760067	-88.25218	0	0	0	0	0	0	0	0	0	0	0	0
Aurora	IL	60506	41.766029	-88.35254	0	0	33.33	0	11.11	0	122.22	0	0	0	111.11	88.89
Aurora	NY	13026	42.758088	-76.66998	0	0	66.67	0	0	0	183.33	0	16.67	0	66.67	0
Austell	GA	30168	33.797456	-84.60621	0	0	0	0	0	0	0	0	0	0	0	0
Austin	MN	55912	43.671988	-92.97908	0	0	16.67	0	0	0	116.67	33.33	0	0	50	683.33
Austin	TX	78701	30.27127	-97.74103	0	0	0	0	0	0	16.67	0	0	0	33.33	0
Austin	TX	78702	30.265158	-97.71879	0	0	25	0	58.33	41.67	100	0	8.33	33.33	58.33	16.67
Austin	TX	78704	30.246309	-97.76087	0	0	13.89	0	5.56	16.67	144.44	19.44	0	2.78	55.56	186.11
Austin	TX	78705	30.292424	-97.73856	0	0	11.11	0	0	0	33.33	0	0	0	0	0
Austin	TX	78712	30.285207	-97.735394	0	0	700	0	266.67	350	4016.67	583.33	166.67	150	6083.33	13350
Austin	TX	78717	30.494623	-97.75687	0	0	0	0	0	0	0	0	0	0	0	0
Austin	TX	78723	30.306507	-97.68651	0	0	0	0	0	0	58.33	0	8.33	0	0	0
Austin	TX	78724	30.294148	-97.62863	0	0	0	0	16.67	16.67	150	0	0	0	0	0
Austin	TX	78726	30.439053	-97.83503	0	0	16.67	0	0	50	850	0	0	0	83.33	150
Austin	TX	78727	30.425652	-97.71419	0	0	0	0	0	0	83.33	0	0	0	0	0
Austin	TX	78728	30.451803	-97.67989	0	0	33.33	0	66.67	0	366.67	0	0	0	500	166.67
Austin	TX	78735	30.250761	-97.84469	0	0	0	0	0	13.33	33.33	0	0	0	0	0
Austin	TX	78736	30.245558	-97.94177	0	0	0	0	0	0	0	16.67	0	0	50	0
Austin	TX	78741	30.231252	-97.716	0	0	0	0	16.67	16.67	50	50	16.67	0	66.67	0
Austin	TX	78744	30.188377	-97.74038	0	0	0	0	0	0	0	0	0	0	0	0
Austin	TX	78745	30.207559	-97.79575	0	0	0	0	0	0	66.67	0	0	0	50	0
Austin	TX	78752	30.332506	-97.70571	0	0	0	0	0	3.7	22.22	0	0	0	3.7	0
Austin	TX	78754	30.354234	-97.64679	0	0	0	0	0	0	0	0	0	0	16.67	0
Austin	TX	78757	30.349455	-97.73328	0	0	0	0	6.67	0	60	6.67	0	0	0	0
Austin	TX	78758	30.384204	-97.70392	0	0	8.33	0	0	0	0	8.33	0	0	8.33	0
Austin	TX	78759	30.406169	-97.75743	0	0	5.56	0	0	0	61.11	5.56	0	0	0	0
Ave Maria	FL	34142	26.398248	-81.39325	0	0	50	0	33.33	50	66.67	0	0	0	16.67	0
Avon	IN	46123	39.764436	-86.39699	0	0	0	0	0	0	0	0	0	0	0	0
Avon Park	FL	33825	27.60047	-81.50932	0	0	0	0	0	0	16.67	0	0	0	0	0
Avondale	AZ	85323	33.454441	-112.32401	0	0	0	0	0	16.67	16.67	91.67	0	0	8.33	0
Azusa	CA	91702	34.128907	-117.90309	0	0	550	0	66.67	150	2316.67	533.33	0	50	183.33	100
Babson Park	FL	33827	27.826864	-81.53291	0	0	0	0	16.67	100	866.67	16.67	16.67	33.33	166.67	0
Babson Park	MA	02457	42.180048	-71.08923	0	0	233.33	0	16.67	83.33	383.33	0	50	16.67	0	0
Baker	LA	70714	30.584787	-91.14763	0	0	0	0	0	0	0	0	0	0	0	0
Bakersfield	CA	93301	35.381408	-119.01935	0	0	0	0	8.33	0	0	0	0	0	0	0
Bakersfield	CA	93304	35.344209	-119.02225	0	0	0	0	0	0	22.22	44.44	0	0	0	0
Bakersfield	CA	93305	35.387058	-118.98647	0	0	66.67	0	50	50	900	1233.33	0	50	33.33	150
Bakersfield	CA	93309	35.340759	-119.06497	0	0	0	0	0	4.17	8.33	25	0	0	0	0
Bakersfield	CA	93311	35.200467	-119.17399	11.11	0	0	0	0	22.22	866.67	200	11.11	44.44	122.22	200
Baldwin City	KS	66006	38.789719	-95.21058	0	0	16.67	0	83.33	50	150	0	0	0	33.33	0
Baldwin Park	CA	91706	34.087108	-117.96966	0	0	0	0	16.67	33.33	16.67	83.33	0	16.67	33.33	50
Ballston Spa	NY	12020	43.006309	-73.8604	0	0	0	0	0	0	0	0	0	0	0	0
Ballwin	MO	63011	38.601403	-90.55209	0	0	0	0	11.11	0	0	0	0	0	0	0
Baltimore	MD	21031	39.487938	-76.65938	0	0	0	0	0	0	0	0	0	0	0	0
Baltimore	MD	21117	39.419105	-76.78388	0	0	0	0	0	0	0	0	0	0	0	0
Baltimore	MD	21201	39.295306	-76.62118	0	0	0	0	29.17	20.83	129.17	16.67	0	25	25	0
Baltimore	MD	21202	39.296507	-76.60693	0	0	14.29	0	4.76	14.29	38.1	0	0	0	0	0
Baltimore	MD	21204	39.405606	-76.62648	0	0	366.67	0	33.33	16.67	433.33	0	0	0	616.67	0
Baltimore	MD	21205	39.301157	-76.57478	8.33	0	8.33	0	0	16.67	50	0	0	0	116.67	0
Baltimore	MD	21208	39.376879	-76.7287	0	0	0	0	0	0	33.33	0	0	0	0	0
Baltimore	MD	21210	39.352496	-76.63452	0	0	73.33	0	60	46.67	166.67	33.33	0	13.33	6.67	0
Baltimore	MD	21214	39.351857	-76.56399	0	0	0	0	0	33.33	33.33	0	0	16.67	0	0
Baltimore	MD	21215	39.345456	-76.68038	0	0	0	0	0	0	8.33	0	0	0	0	16.67
Baltimore	MD	21216	39.310006	-76.67029	0	0	50	0	83.33	316.67	900	0	0	0	166.67	0
Baltimore	MD	21217	39.306306	-76.63786	0	0	50	0	0	33.33	300	0	0	0	66.67	0
Baltimore	MD	21218	39.325956	-76.60602	0	0	133.33	0	33.33	11.11	66.67	11.11	0	11.11	33.33	0
Baltimore	MD	21221	39.307737	-76.45171	0	0	0	0	0	0	0	0	0	0	0	0
Baltimore	MD	21222	39.263162	-76.5082	0	0	66.67	0	16.67	16.67	16.67	33.33	0	16.67	0	16.67
Baltimore	MD	21224	39.284607	-76.55696	0	0	0	0	0	16.67	0	0	0	0	0	0
Baltimore	MD	21227	39.241957	-76.67712	0	0	0	0	16.67	16.67	0	0	0	0	0	0
Baltimore	MD	21237	39.33224	-76.50365	0	0	8.33	0	100	16.67	50	25	8.33	16.67	0	0
Baltimore	MD	21244	39.338156	-76.76438	0	0	0	0	0	0	0	0	0	0	0	0
Baltimore	MD	21250	39.258226	-76.713149	0	0	366.67	0	116.67	116.67	950	83.33	83.33	116.67	1566.67	416.67
Baltimore	MD	21251	39.438964	-76.592139	0	0	66.67	0	716.67	250	1666.67	183.33	0	0	450	0
Bangor	ME	04401	44.81777	-68.78952	0	0	33.33	0	16.67	19.44	563.89	11.11	0	0	183.33	238.89
Bangor	ME	04402	45.519867	-68.647416	0	0	100	0	0	66.67	1900	33.33	0	0	566.67	666.67
Banner Elk	NC	28604	36.166515	-81.84672	0	0	33.33	0	0	50	450	0	0	16.67	150	100
Bar Harbor	ME	04609	44.402596	-68.26204	0	0	16.67	0	0	0	0	0	0	0	0	0
Baraboo	WI	53913	43.483503	-89.74753	0	0	0	0	0	0	0	0	0	0	0	11.11
Baraga	MI	49908	46.795417	-88.52645	0	0	0	0	0	0	0	0	0	0	0	0
Barbourville	KY	40906	36.853913	-83.88501	0	0	33.33	0	33.33	66.67	433.33	33.33	0	0	16.67	33.33
Barksdale Afb	LA	71110	32.477994	-93.61918	0	0	0	0	0	0	0	0	0	0	0	0
Barnesville	GA	30204	33.05413	-84.14862	0	0	66.67	0	16.67	16.67	1000	16.67	0	83.33	1200	633.33
Barrow	AK	99723	71.299525	-156.74891	0	0	0	0	0	16.67	0	0	0	0	0	50
Barrytown	NY	12571	42.002691	-73.8442	0	0	0	0	0	0	16.67	0	0	0	0	0
Barstow	CA	92311	34.894181	-117.03636	0	0	0	0	0	0	0	0	0	0	0	0
Bartlesville	OK	74003	36.741589	-96.00614	0	0	0	0	0	0	0	0	0	0	0	0
Bartlesville	OK	74006	36.733398	-95.92404	0	0	0	0	33.33	0	100	5.56	0	5.56	0	0
Bartlett	TN	38133	35.208709	-89.80518	0	0	0	0	0	0	0	0	0	0	0	0
Bartlett	TN	38134	35.193046	-89.86559	0	0	0	0	0	0	0	0	0	0	0	0
Bastrop	TX	78602	30.120443	-97.30991	0	0	33.33	0	0	100	0	0	0	66.67	466.67	33.33
Batavia	NY	14020	42.996507	-78.19279	0	0	11.11	0	5.56	0	44.44	0	0	11.11	155.56	55.56
Batavia	OH	45103	39.082894	-84.15319	0	0	0	0	0	0	33.33	16.67	0	16.67	0	0
Batesville	AR	72501	35.78108	-91.63835	0	0	11.11	0	0	0	300	33.33	11.11	0	0	33.33
Batesville	AR	72503	35.734617	-91.534303	0	0	0	0	0	16.67	116.67	0	0	0	0	0
Bath	ME	04530	43.900651	-69.83405	0	0	0	0	0	0	0	0	0	0	0	0
Baton Rouge	LA	70803	30.405002	-91.186834	0	0	483.33	16.67	933.33	966.67	4833.33	1050	216.67	283.33	7100	18116.67
Baton Rouge	LA	70805	30.485639	-91.15612	16.67	0	0	0	8.33	25	125	8.33	0	16.67	0	0
Baton Rouge	LA	70806	30.44495	-91.13806	0	0	0	0	33.33	7.41	96.3	33.33	0	33.33	48.15	14.81
Baton Rouge	LA	70808	30.411391	-91.1497	0	0	0	0	0	0	0	0	0	5.56	0	0
Baton Rouge	LA	70809	30.403341	-91.08035	0	0	0	0	0	0	5.56	0	0	0	0	0
Baton Rouge	LA	70813	30.520111	-91.194863	0	0	83.33	0	300	200	2283.33	175	8.33	100	841.67	16.67
Baton Rouge	LA	70815	30.45514	-91.06358	0	0	0	0	0	0	0	0	0	0	0	0
Baton Rouge	LA	70816	30.425791	-91.03815	0	0	0	0	0	0	6.67	0	0	0	0	0
Baton Rouge	LA	70817	30.387642	-90.99921	0	0	0	0	0	0	0	0	0	0	0	8.33
Battle Creek	MI	49015	42.30244	-85.22294	0	0	0	0	6.67	0	6.67	0	0	0	0	0
Battle Creek	MI	49017	42.35714	-85.20257	0	0	0	0	0	0	0	14.81	0	3.7	0	0
Battle Creek	MI	99017	47.197445	-117.85558	0	0	0	0	0	0	16.67	0	0	0	0	0
Battle Mountain	NV	89820	40.489736	-117.08692	0	0	0	0	0	0	0	0	0	0	0	0
Baxley	GA	31513	31.768849	-82.35198	0	0	0	0	0	0	0	0	0	0	0	0
Bay City	MI	48708	43.583323	-83.87869	0	0	0	0	0	0	0	0	0	0	0	0
Bay City	TX	77414	28.945269	-95.9357	0	0	0	0	0	0	0	0	0	0	0	0
Bay Minette	AL	36507	30.875697	-87.76592	0	0	16.67	0	0	16.67	50	0	0	66.67	133.33	16.67
Bayside	NY	11364	40.746718	-73.75994	0	0	116.67	0	33.33	100	133.33	0	33.33	0	183.33	16.67
Baytown	TX	77520	29.74877	-94.94389	0	0	0	0	66.67	16.67	100	66.67	0	0	0	0
Beachwood	OH	44122	41.472881	-81.52209	0	0	0	0	0	0	0	0	0	0	0	0
Beafuort	SC	29902	32.421594	-80.67505	0	0	0	0	0	0	16.67	0	0	0	0	0
Beale Afb	CA	95903	39.125997	-121.36637	0	0	0	0	0	0	0	0	0	0	0	0
Bear	DE	19701	39.598203	-75.69945	0	0	0	0	0	0	0	0	0	0	0	0
Beardstown	IL	62618	40.005505	-90.42314	0	0	0	0	0	0	0	0	0	0	0	0
Beatrice	NE	68310	40.264193	-96.74604	0	0	8.33	0	8.33	8.33	275	0	0	0	16.67	116.67
Beaufort	NC	28516	34.769532	-76.64783	0	0	16.67	0	0	0	16.67	0	0	0	0	0
Beaufort	SC	29901	32.424353	-80.565343	0	0	0	0	0	16.67	33.33	16.67	0	16.67	16.67	0
Beaufort	SC	29902	32.421594	-80.67505	0	0	16.67	0	0	0	0	0	0	16.67	0	0
Beaufort	SC	29904	32.390605	-80.661027	0	0	0	0	0	0	8.33	0	0	0	0	0
Beaumont	CA	92223	33.945265	-116.9759	0	0	0	0	0	0	0	0	0	0	0	16.67
Beaumont	TX	77701	30.074112	-94.10358	0	0	0	0	0	0	0	0	0	0	0	0
Beaumont	TX	77705	30.009609	-94.11401	0	0	0	0	0	0	50	0	0	0	50	16.67
Beaumont	TX	77706	30.092679	-94.16377	0	0	0	0	0	0	0	16.67	16.67	0	0	0
Beaumont	TX	77710	29.847569	-94.129733	0	0	183.33	0	166.67	183.33	1283.33	250	16.67	300	3483.33	800
Beaver Falls	PA	15010	40.763899	-80.33572	0	0	16.67	0	0	8.33	0	0	0	0	0	0
Beaverton	OR	97005	45.49106	-122.80359	0	0	0	0	0	0	0	0	0	0	0	0
Beaverton	OR	97006	45.517695	-122.85826	0	0	0	0	0	0	0	66.67	0	0	0	0
Beckley	WV	25801	37.79064	-81.19958	0	0	4.17	0	12.5	4.17	66.67	0	0	0	12.5	4.17
Bedford	IN	47421	38.865549	-86.46897	0	0	0	0	0	0	0	0	0	0	0	0
Bedford	MA	01730	42.496679	-71.27504	0	0	8.33	0	16.67	0	25	0	0	8.33	0	0
Bedford	MA	01731	42.459085	-71.27556	0	0	0	0	0	0	0	0	0	0	0	0
Bedford	NH	03110	42.942551	-71.51993	0	0	0	0	0	0	0	0	0	0	0	0
Bedford	TX	76021	32.851678	-97.13849	0	0	0	0	0	33.33	0	0	0	0	0	0
Bedford	VA	24523	37.339184	-79.52839	0	0	0	0	0	0	0	0	0	0	0	0
Bedford Park	IL	60629	41.777482	-87.71155	0	0	0	0	0	0	66.67	0	0	0	0	0
Bedford Park	IL	60638	41.787982	-87.7738	0	0	0	0	0	0	0	0	0	0	0	0
Beebe	AR	72012	35.095774	-91.90636	0	0	0	0	0	0	350	0	0	33.33	33.33	83.33
Beeville	TX	78102	28.426202	-97.74806	0	0	33.33	0	33.33	0	166.67	16.67	0	0	250	0
Bel Air	MD	21014	39.536057	-76.34957	0	0	0	0	0	0	0	0	0	0	0	0
Bel Air	MD	21015	39.532212	-76.30754	0	0	166.67	0	0	0	83.33	0	0	0	0	0
Belcourt	ND	58316	48.837507	-99.76388	0	0	0	0	41.67	83.33	108.33	58.33	0	0	8.33	0
Belfast	ME	04915	44.445295	-69.02257	0	0	0	0	0	0	50	0	0	0	0	0
Bell	CA	90201	33.972814	-118.17385	0	0	0	0	0	0	16.67	16.67	0	0	0	0
Belle Glade	FL	33430	26.685125	-80.66279	0	0	0	0	0	33.33	16.67	16.67	0	0	0	0
Bellefontaine	OH	43311	40.365923	-83.75816	0	0	0	0	0	0	0	0	0	0	133.33	0
Belleview	FL	34420	29.054976	-82.04255	0	0	0	0	0	0	0	0	0	0	0	0
Belleville	IL	62221	38.532311	-89.93996	0	0	0	0	16.67	83.33	166.67	83.33	0	50	766.67	66.67
Belleville	IL	62226	38.53895	-90.00104	0	0	0	0	0	0	33.33	0	0	0	0	0
Belleville	MI	48111	42.194865	-83.49083	0	0	0	0	0	0	0	0	0	0	0	0
Belleville	NJ	07109	40.7935	-74.16144	0	0	0	0	0	0	0	0	0	0	0	0
Bellevue	KY	41073	39.103011	-84.47987	0	0	0	0	0	0	0	0	0	0	16.67	0
Bellevue	NE	68005	41.146848	-95.90796	0	0	0	0	0	0	0	0	0	0	0	0
Bellevue	WA	98004	47.618371	-122.20308	0	0	0	0	0	0	0	0	0	0	0	0
Bellevue	WA	98005	47.611021	-122.16858	0	0	0	0	0	0	66.67	16.67	0	0	0	0
Bellevue	WA	98007	47.610935	-122.14104	0	0	0	0	38.89	16.67	122.22	105.56	5.56	5.56	33.33	0
Bellflower	CA	90706	33.888165	-118.1276	0	0	0	0	0	0	0	0	0	0	0	0
Bellingham	WA	98225	48.747578	-122.48508	0	0	66.67	0	20	46.67	633.33	106.67	20	26.67	600	1333.33
Bellingham	WA	98226	48.759079	-122.43597	0	0	5.56	0	0	16.67	66.67	11.11	0	0	22.22	16.67
Bellwood	IL	60104	41.882924	-87.87642	0	0	0	0	0	0	0	0	0	0	0	0
Belmar	NJ	07719	40.175357	-74.04694	0	0	0	0	0	0	0	0	0	0	0	0
Belmont	CA	94002	37.516687	-122.29026	0	0	150	0	0	600	283.33	33.33	0	33.33	0	50
Belmont	NC	28012	35.2406	-81.04028	0	0	0	0	8.33	8.33	300	8.33	25	25	75	400
Beloit	KS	67420	39.440546	-98.07736	0	0	0	0	33.33	0	33.33	16.67	0	16.67	50	100
Beloit	WI	53511	42.526464	-89.04291	0	0	146.67	0	13.33	13.33	346.67	0	0	0	46.67	280
Belton	TX	76513	31.073329	-97.48642	0	0	66.67	0	0	33.33	716.67	50	0	0	33.33	150
Beltsville	MD	20705	39.044509	-76.9133	0	0	0	0	16.67	0	33.33	0	0	0	0	0
Bemidji	MN	56601	47.504496	-94.87105	0	0	100	0	5.56	22.22	227.78	11.11	22.22	0	155.56	1494.44
Bend	OR	97701	44.091256	-121.29769	0	0	42.86	0	14.29	9.52	190.48	28.57	0	0	47.62	85.71
Bennettsville	SC	29512	34.657694	-79.69151	0	0	0	0	0	0	16.67	0	0	0	0	0
Bennington	VT	05201	42.882231	-73.17873	0	0	83.33	0	0	0	75	8.33	8.33	0	0	16.67
Bensalem	PA	19020	40.10386	-74.93734	0	0	0	0	0	0	0	0	0	0	0	0
Bensenville	IL	60106	41.956479	-87.95117	0	0	0	0	0	0	0	0	0	0	0	0
Benton	AR	72015	34.564734	-92.59562	0	0	0	0	0	0	0	0	0	0	0	0
Benton Harbor	MI	49022	42.10809	-86.41801	0	0	5.56	0	0	0	0	5.56	0	0	11.11	0
Benton Harbor	MI	59022	45.613564	-107.37805	0	0	0	0	0	0	0	0	0	0	0	0
Bentonville	AR	72712	36.362525	-94.23308	0	0	16.67	0	0	8.33	41.67	0	0	0	16.67	0
Berea	KY	40404	37.716443	-84.299699	0	0	200	0	16.67	50	1450	166.67	50	16.67	50	50
Berea	OH	44017	41.36995	-81.86259	0	0	250	66.67	33.33	50	1650	116.67	16.67	50	350	450
Berkeley	CA	94702	37.865026	-122.2859	0	0	0	0	0	0	66.67	0	0	0	0	0
Berkeley	CA	94704	37.868575	-122.25855	0	0	4.17	0	4.17	0	4.17	12.5	0	4.17	20.83	0
Berkeley	CA	94708	37.894625	-122.26372	0	0	8.33	0	0	0	16.67	8.33	0	0	0	0
Berkeley	CA	94709	37.879625	-122.2668	0	0	0	0	2.78	0	13.89	8.33	0	0	0	0
Berkeley	CA	94720	37.866825	-122.253582	16.67	0	1300	33.33	1500	1150	5500	1150	666.67	2283.33	13966.67	13800
Berkeley	MO	63134	38.738217	-90.33904	0	0	0	0	16.67	50	0	66.67	0	16.67	16.67	16.67
Berlin	NH	03570	44.463337	-71.19092	0	0	0	0	0	0	22.22	0	0	0	0	0
Bernalillo	NM	87004	35.32151	-106.55322	0	0	0	0	0	0	0	0	0	0	0	0
Berrien Springs	MI	49104	42.001551	-86.715294	0	0	83.33	0	33.33	150	983.33	116.67	33.33	100	100	16.67
Berwyn	IL	60402	41.836981	-87.79095	0	0	0	0	0	0	66.67	0	0	0	0	0
Bessemer	AL	35022	33.346817	-86.95252	0	0	0	0	25	8.33	16.67	0	0	0	0	0
Bethany	OK	73008	35.506456	-97.63934	0	0	16.67	0	33.33	66.67	1100	16.67	0	0	25	8.33
Bethany	WV	26032	40.198956	-80.54683	0	0	266.67	0	16.67	83.33	2683.33	50	83.33	0	316.67	350
Bethel	AK	99559	60.766603	-161.88006	0	0	0	0	0	0	50	0	0	0	0	66.67
Bethel	OH	45106	38.956484	-84.08093	0	0	0	0	0	0	0	0	0	0	0	0
Bethesda	MD	20814	38.999759	-77.10185	0	0	0	0	0	0	0	0	0	0	0	0
Bethlehem	PA	18015	40.601261	-75.37542	0	0	125	0	91.67	133.33	441.67	50	8.33	0	716.67	6491.67
Bethlehem	PA	18017	40.645665	-75.36926	0	0	0	0	0	0	0	0	0	0	0	0
Bethlehem	PA	18018	40.625444	-75.38831	0	0	133.33	0	16.67	50	500	16.67	16.67	0	166.67	1350
Bethlehem	PA	18020	40.656498	-75.32938	0	0	50	0	16.67	266.67	0	16.67	50	0	566.67	583.33
Bethpage	NY	11714	40.740662	-73.48631	0	0	16.67	0	0	0	16.67	0	0	0	0	0
Bettendorf	IA	52722	41.551883	-90.48975	0	0	0	0	0	0	8.33	0	0	0	0	0
Beverly	MA	01915	42.560995	-70.8757	0	0	55.56	0	0	11.11	61.11	5.56	0	0	0	22.22
Beverly Hills	CA	90211	34.066009	-118.38271	0	0	0	0	50	0	33.33	0	0	0	0	0
Biddeford	ME	04005	43.480704	-70.45871	0	0	200	0	0	0	266.67	16.67	33.33	0	300	350
Big Rapids	MI	49307	43.697651	-85.47815	0	0	383.33	16.67	83.33	150	1250	100	0	183.33	3750	8700
Big Spring	TX	79720	32.21649	-101.4532	0	0	0	0	66.67	58.33	175	16.67	0	0	33.33	25
Big Stone Gap	VA	24219	36.851953	-82.77056	0	0	0	0	0	0	88.89	0	0	0	0	0
Billerica	MA	01821	42.54805	-71.25054	0	0	0	0	0	0	0	0	0	0	0	0
Billings	MT	59101	45.737525	-108.48754	0	0	53.33	0	40	13.33	53.33	26.67	0	6.67	520	620
Billings	MT	59102	45.778852	-108.5742	0	0	77.78	0	0	0	11.11	0	0	0	22.22	11.11
Biloxi	MS	39531	30.405831	-88.96219	0	0	0	0	0	0	0	33.33	0	0	0	0
Biloxi	MS	39532	30.462388	-88.93293	0	0	0	0	0	0	8.33	0	0	0	16.67	0
Biloxi	MS	39534	30.415795	-89.068448	0	0	0	0	0	0	0	0	0	0	0	0
Binghamton	NY	13901	42.142575	-75.88783	0	0	0	0	0	0	0	0	0	0	0	0
Binghamton	NY	13902	42.105375	-75.8876	16.67	0	333.33	16.67	66.67	66.67	2150	16.67	266.67	100	6433.33	433.33
Binghamton	NY	13904	42.110927	-75.85223	0	0	0	0	0	0	0	0	0	0	0	0
Binghamton	NY	13905	42.121443	-75.93329	0	0	5.56	0	0	0	100	0	0	0	38.89	11.11
Birmingham	AL	35209	33.468306	-86.80814	0	0	0	0	25	8.33	41.67	66.67	0	0	25	0
Birmingham	AL	35211	33.479306	-86.85878	0	0	0	0	44.44	11.11	100	22.22	0	0	0	0
Birmingham	AL	35215	33.636102	-86.69506	0	0	0	0	0	0	16.67	33.33	0	33.33	183.33	0
Birmingham	AL	35221	33.450267	-86.8965	0	0	0	0	50	66.67	300	50	0	50	83.33	33.33
Birmingham	AL	35229	33.462856	-86.790389	0	0	16.67	0	0	16.67	1550	16.67	0	16.67	116.67	183.33
Birmingham	AL	35242	33.409582	-86.69684	0	0	0	0	0	0	0	0	0	0	0	0
Birmingham	AL	35243	33.437667	-86.74586	0	0	0	0	0	0	0	0	0	0	0	0
Birmingham	AL	35244	33.356981	-86.81577	0	0	0	0	0	0	8.33	8.33	0	0	0	0
Birmingham	AL	35254	33.544622	-86.929208	0	0	183.33	0	0	50	66.67	16.67	50	0	0	0
Birmingham	AL	35294	33.544622	-86.929208	16.67	0	150	0	233.33	0	1050	500	100	216.67	2783.33	133.33
Bisamarck	ND	58504	46.768617	-100.75381	0	0	0	0	0	0	0	0	0	0	0	0
Bishop	CA	93514	37.282192	-118.38717	0	0	0	0	0	0	0	0	0	0	0	0
Bismarck	ND	58501	46.83962	-100.7723	0	0	11.11	0	22.22	66.67	33.33	0	0	0	644.44	177.78
Bismarck	ND	58503	46.861794	-100.78026	0	0	0	0	0	0	0	0	0	0	0	0
Bismarck	ND	58504	46.768617	-100.75381	0	5.56	83.33	0	0	66.67	111.11	38.89	0	11.11	338.89	816.67
Bismarck	ND	58506	46.980475	-100.520063	0	0	0	0	0	0	16.67	0	0	0	83.33	33.33
Bixby	OK	74008	35.951402	-95.88361	0	0	0	0	0	0	0	0	0	0	0	0
Black River Falls	WI	54615	44.277231	-90.80066	0	0	0	0	0	0	0	0	0	0	0	0
Blackfoot	ID	83221	43.211238	-112.39454	0	0	0	0	0	0	0	0	0	0	0	0
Blacksburg	VA	24060	37.232027	-80.42127	0	0	0	0	0	0	0	0	0	0	0	0
Blacksburg	VA	24061	37.179115	-80.351482	33.33	0	833.33	0	50	350	3616.67	333.33	133.33	66.67	4850	21983.33
Blackwood	NJ	08012	39.784614	-75.05678	0	0	0	0	0	16.67	91.67	33.33	0	0	58.33	0
Blaine	MN	55014	45.153516	-93.14463	0	0	0	0	0	0	0	0	0	0	0	0
Blaine	MN	55434	45.164248	-93.2531	0	0	16.67	0	0	0	0	0	0	0	0	0
Blaine	MN	55449	45.168287	-93.20001	0	0	0	0	0	0	0	0	0	0	0	0
Blairsville	GA	30512	34.875556	-84.00419	16.67	0	0	0	0	0	0	0	0	0	0	0
Blairsville	PA	15717	40.446361	-79.24611	0	0	16.67	0	0	0	116.67	0	0	16.67	16.67	33.33
Blanding	UT	84511	37.562925	-109.46245	0	0	0	0	0	0	0	0	0	0	66.67	333.33
Bloomfield	NJ	07003	40.803	-74.18895	0	0	8.33	0	16.67	16.67	225	25	0	0	0	0
