UNITID_P	INSTNM	BRANCH	ADDRESS	CITY	STATE	ZIP	LATITUDE	LONGITUDE
114840015	Fuller Theological Seminary in California	Texas Extension	11757 Katy Freeway Suite 1300	Houston	TX	77079	29.773018	-95.60125
367361001	Interactive Learning Systems-Houston	Interactive College of Technology	6200 HILLCROFT AVE STE 200	HOUSTON	TX	770813007	29.70828	-95.48361
225423019	Houston Community College	SOUTHWEST - WESTLOOP	5601 WEST LOOP SOUTH	HOUSTON	TX	77081	29.70828	-95.48361
225423016	Houston Community College	SOUTHWEST- GULFTON	5407 GULFTON	HOUSTON	TX	77081	29.70828	-95.48361
440448002	University of Phoenix-Houston Campus	West Loop Learning Center	4888 Loop Central Drive Suite 100	Houston	TX	77081	29.70828	-95.48361
392415001	Fortis College-Houston	Fortis College Houston South	1201 West Oaks Mall	HOUSTON	TX	77082	29.722704	-95.6314
225423031	Houston Community College	NORTHWEST - ALIEF/HAYES	2811 Hayes Road	Houston	TX	77082	29.722704	-95.6314
380094001	Remington College-Houston Campus	Remington College (Houston Campus)	3110 Hayes Rd, Ste 380	HOUSTON	TX	77082	29.722704	-95.6314
369695001	Sebring Career Schools-Houston	Main Campus	6672 HWY 06 S	HOUSTON	TX	77083	29.691714	-95.64978
225423014	Houston Community College	NORTHWEST - ALIEF/BISSONNET	13803 BISSONNET	HOUSTON	TX	77083	29.691714	-95.64978
467508001	Regency Beauty Institute-Copperwood	Regency Beauty Institute	6521 Highway 6 North	Houston	TX	770840000	29.839155	-95.66391
225423010	Houston Community College	NORTHWEST - KATY	1550 FOXLAKE DRIVE	HOUSTON	TX	77084	29.839155	-95.66391
175421004	Belhaven University	Houston	15115 Park Row, Suite 175	Houston	TX	77084	29.839155	-95.66391
383792001	Houston Training School-Gulfgate	South Campus	6630 GULF FWY	HOUSTON	TX	77087	29.686579	-95.30386
441016001	Everest Institute-Hobby	Houston-Hobby Campus	7151 OFFICE CITY DRIVE, SUITE #100	HOUSTON	TX	77087	29.686579	-95.30386
225423011	Houston Community College	SOUTHEAST - EASTSIDE CAMPUS	6815 RUSTIC	HOUSTON	TX	77087	29.686579	-95.30386
227979003	San Jacinto Community College	South Houston Campus	13735 BEAMER RD	HOUSTON	TX	770896099	29.589831	-95.22251
449791002	Professional Careers Institute	Branch Campus	16903 Red Oak Dr., Ste 175	Houston	TX	77090	30.012711	-95.45132
458016001	Professional Career Training Institute	Professional Career Training Institute	227 W Airtex Blvd	Houston	TX	77090	30.012711	-95.45132
249238001	Paul Mitchell the School-Houston	Paul Mitchell the School Houston	10516 Katy Fwy, Suite A	HOUSTON	TX	77090	30.012711	-95.45132
366261001	Commonwealth Institute of Funeral Service	Main Campus	415 BARREN SPRINGS DR	HOUSTON	TX	770905918	30.012711	-95.45132
366696001	ITT Technical Institute-Houston North	Main Campus	15651 North Freeway	HOUSTON	TX	77090	30.012711	-95.45132
448211001	North West Beauty School	Northwest Beauty School	6770 Antoine Dr	Houston	TX	77091	29.852975	-95.43586
369686001	Northwest Educational Center	Main Campus	2910 ANTOINE B-100	HOUSTON	TX	77092	29.833326	-95.47644
392257001	College of Health Care Professions-Northwest	The College of Health Care Professions	240 Northwest Mall Boulevard	HOUSTON	TX	77092	29.833326	-95.47644
167899011	Springfield College	SHS HOUSTON TEXAS	2122 E. Governors Circle	Houston	TX	77092	29.833326	-95.47644
240596001	Eastern Wyoming College	Main Campus	3200 WEST C ST	TORRINGTON	WY	82240	42.119328	-104.19228
240657001	Northwest College	Northwest College	231 W 6TH ST	POWELL	WY	82435	44.789953	-108.86789
240514001	Central Wyoming College	Central Wyoming College Main Campus	2660 Peck Avenue	Riverton	WY	82501	43.013826	-108.34879
240505001	Casper College	Casper College	125 College Drive	Casper	WY	826014699	42.896822	-106.29799
240596002	Eastern Wyoming College	Douglas Campus	203 North 6th	Douglas	WY	82633	42.935874	-105.37303
240666002	Sheridan College	Gillette College	300 W Sinclair St	Gillette	WY	82718	43.939968	-105.52445
240666001	Sheridan College	Sheridan College	3059 S COFFEEN AVE	SHERIDAN	WY	82801	44.801249	-106.96782
240693001	Western Wyoming Community College	Main Campus	2500 COLLEGE DR	ROCK SPRINGS	WY	829020428	41.631408	-108.963931
240693002	Western Wyoming Community College	Green River Center	#1 College Way	Green River	WY	82935	41.659162	-109.63919
177214002	Drury University	Cabool Campus	801 Walnut Ave.	Cabool	MO	65689	37.132577	-92.09857
177214005	Drury University	Monett Campus	400 4th Street	Monett	MO	65708	36.91816	-93.91488
179344002	Missouri State University-West Plains	Missouri State University - Mountain Grove	401 E. 17th St.	Mountain Grove	MO	657112999	37.176376	-92.27609
177472003	Ozarks Technical Community College	Richwood Valley Campus	3369 W. Jackson Road	Nixa	MO	65721	37.021086	-93.21541
177339002	Evangel University	Evangel-James River Leadership Campus	6100 N 19 St	Ozark	MO	65721	37.021086	-93.21541
177214006	Drury University	Richwood Valley - OTC	3369 West Jackson St. Room 309	Ozark	MO	65721	37.021086	-93.21541
178697001	College of the Ozarks	Main Campus	100 Opportunity Ave	Point Lookout	MO	657260017	36.616515	-93.241839
461935001	Seymour Beauty Academy	Main Campus	209 South Commercial Street	Seymour	MO	657468743	37.157055	-92.78857
417637001	South Central Career Center	Main Campus	407 W. Thornburgh	WEST PLAINS	MO	65775	36.719145	-91.87408
179344001	Missouri State University-West Plains	Missouri State University - West Plains	128 GARFIELD AVENUE	WEST PLAINS	MO	657752715	36.719145	-91.87408
177472001	Ozarks Technical Community College	OZARKS TECHNICAL COMMUNITY COLLEGE, Springfield Campus	1001 East Chestnut Expressway	SPRINGFIELD	MO	658023625	37.212639	-93.31817
177339001	Evangel University	Main Campus	1111 N GLENSTONE AVE.	SPRINGFIELD	MO	658022191	37.212639	-93.31817
177214001	Drury University	Drury University	900 N. Benton	Springfield	MO	65802	37.212639	-93.31817
176770001	Cox College	Main Campus	1423 N JEFFERSON AVE.	SPRINGFIELD	MO	65802	37.212639	-93.31817
446464001	Professional Massage Training Center	Main Campus	229 EAST COMMERCIAL STREET	SPRINGFIELD	MO	65803	37.257053	-93.29015
459435001	Victory Trade School	Victory Trade School	1715 N Boonville Ave	Springfield	MO	65803	37.257053	-93.29015
176664001	Baptist Bible College	Main Campus	628 E KEARNEY	SPRINGFIELD	MO	658033498	37.257053	-93.29015
458326001	Regency Beauty Institute-Springfield	Regency Beauty Institute	1415 E Battlefield Unit 1415	Springfield	MO	65804	37.161299	-93.2519
440226001	Missouri College of Cosmetology North	Main Campus	3014 E. Sunshine Suites G, H, J	SPRINGFIELD	MO	65804	37.161299	-93.2519
451334001	Academy of Hair Design-Springfield	Academy of Hair Design	1834 S Glenstone	Springfield	MO	65804	37.161299	-93.2519
369516001	Bryan University	Springfield Campus	4247 Nature Center Way	SPRINGFIELD	MO	65804	37.161299	-93.2519
179326003	Southwest Baptist University	Southwest Baptist University-Springfield	4431 South Fremont	Springfield	MO	65804	37.161299	-93.2519
177065014	Columbia College	Columbia College @ Springfield	3271 E. Battlefield Rd. Ste 250	Springfield	MO	65804	37.161299	-93.2519
455080001	Paul Mitchell the School-Springfield	Main campus	3017 S Kansas Expy	Springfield	MO	65807	37.168435	-93.31297
440226003	Missouri College of Cosmetology North	South Springfield	3638 S. Campbell	Springfield	MO	65807	37.168435	-93.31297
404365001	Vatterott College-Springfield	Vatterott College - Springfield	3850 S. Campbell Ave.	SPRINGFIELD	MO	65807	37.168435	-93.31297
456409001	ITT Technical Institute-Springfield	Main Campus	3216 S. National Ave	Springfield	MO	65807	37.168435	-93.31297
179070001	Everest College-Springfield	Main Campus	1010 W SUNSHINE ST.	SPRINGFIELD	MO	65807	37.168435	-93.31297
179894029	Webster University	Ozark Metropolitan Campus	321 W. Battlefield Second Floor	Springfield	MO	65807	37.168435	-93.31297
177427001	Forest Institute of Professional Psychology	Forest Institute of Professional Psychology - Springfield Campus	2885 W BATTLEFIELD ROAD	SPRINGFIELD	MO	65807	37.168435	-93.31297
176770003	Cox College	Meyer Orthopedic & Rehab Hospital	1000 E. Walnut Lawn	Springfield	MO	65807	37.168435	-93.31297
176770002	Cox College	Cox-South	3801 S. National	Springfield	MO	65807	37.168435	-93.31297
154712001	Benedictine College	Main Campus	1020 N 2ND ST	ATCHISON	KS	660021499	39.553786	-95.13472
154688001	Baker University	Main Campus	618 EIGHTH STREET	BALDWIN CITY	KS	660060065	38.789719	-95.21058
179894059	Webster University	Fort Leavenworth	Army Education Center, 120 Dickman Bldg 62 Rm 6	Ft. Leavenworth	KS	66027	39.348031	-94.93177
154493007	Upper Iowa University	UIU - Fort Leavenworth	120 Dickman Ave., Bldg. 62, Lower Level	Fort Leavenworth	KS	66027	39.348031	-94.93177
155186001	Highland Community College	Highland Community College - Main Campus	606 W MAIN	HIGHLAND	KS	660354165	39.85881	-95.2569
470047001	WellSpring School of Allied Health-Lawrence	Main Campus	947 New Hampshire	Lawrence	KS	66044	38.983551	-95.23202
155317001	University of Kansas	Main Campus (Lawrence)	1450 Jayhawk Boulevard	LAWRENCE	KS	66045	38.952526	-95.275623
451237001	Z Hair Academy	Z Hair Academy	2429 Iowa St Ste E	Lawrence	KS	66046	38.932303	-95.22513
367097001	Pinnacle Career Institute-Lawrence	Pinnacle Career Institute	1601 West 23 Street, Suite 200	LAWRENCE	KS	66046	38.932303	-95.22513
155140001	Haskell Indian Nations University	Main campus	155 INDIAN AVE	LAWRENCE	KS	660464800	38.932303	-95.22513
155292002	Kansas City Kansas Community College	LEAVENWORTH CAMPUS	225 CHEROKEE	LEAVENWORTH	KS	66048	39.298776	-94.93555
155812001	University of Saint Mary	University of Saint Mary	4100 S 4TH ST TRAFFICWAY	LEAVENWORTH	KS	660485082	39.298776	-94.93555
107442001	New Tyler Barber College Inc	Main Campus	1221 E 7TH ST	NORTH LITTLE ROCK	AR	721144973	34.763924	-92.26463
106351001	Arkansas College of Barbering and Hair Design	Arkansas College of Barbering and Hair Design	200 E WASHINGTON AVE	NORTH LITTLE ROCK	AR	72114	34.763924	-92.26463
107211001	Lees School of Cosmetology	Lees School of Cosmetology	2700 W. PERSHING BLVD	NORTH  LITTLE ROCK	AR	721143800	34.763924	-92.26463
107840001	Shorter College	Main Campus	604 Locust St	N Little Rock	AR	72114	34.763924	-92.26463
460987001	The Salon Professional Academy-North Little Rock	Main Campus	4619 John F Kennedy Boulevard	North Little Rock	AR	721167310	34.799541	-92.24764
107044002	Harding University	North Little Rock Professional Center	Suite 113, 3807 McCain Park Drive	North Little Rock	AR	72116	34.799541	-92.24764
106908001	Imagine-Paul Mitchell Partner School	Imagine-Paul Mitchell Partner School (Main Campus, North Little Rock, AR)	4201 E McCain Blvd	North Little Rock	AR	72117	34.777238	-92.17913
107664001	Pulaski Technical College	Main Campus	3000 W SCENIC DR	NORTH LITTLE ROCK	AR	72118	34.813269	-92.30229
107831001	Searcy Beauty College Inc	SEARCY BEAUTY COLLEGE, INC.	1004 S MAIN	SEARCY	AR	72143	35.239022	-91.73776
107044001	Harding University	Main Campus	900 E. Center	Searcy	AR	72149	35.247376	-91.73139
107619002	Phillips Community College of the University of Arkansas	Phillips Comm Coll, Stuttgart, AR	BOX A	STUTTGART	AR	72160	34.479852	-91.53854
179894023	Webster University	Little Rock Metropolitan Campus	200  W Capital Avenue Suite 1500	Little Rock	AR	72201	34.745692	-92.27987
106245004	University of Arkansas at Little Rock	Clinton School of Public Service	1200 President Clinton Avenue	Little Rock	AR	72201	34.745692	-92.27987
108065001	Velvatex College of Beauty Culture	Velvatex College of Beauty Culture	1520 MARTIN LUTHER KING DR	LITTLE ROCK	AR	722025452	34.739224	-92.27765
107600001	Philander Smith College	Philander Smith College	900 DAISY BATES DRIVE	LITTLE ROCK	AR	722023799	34.739224	-92.27765
106306001	Arkansas Baptist College	Arkansas Baptist College	1621 Martin Luther King Drive	LITTLE ROCK	AR	722026099	34.739224	-92.27765
106245002	University of Arkansas at Little Rock	William H. Bowen School of Law	1201 McMath Avenue	Little Rock	AR	72202	34.739224	-92.27765
438869001	Remington College-Little Rock Campus	Remington College (Little Rock Campus)	19 Remington Rd.	LITTLE ROCK	AR	72204	34.729159	-92.34019
106245001	University of Arkansas at Little Rock	University of Arkansas, Little Rock	2801 S UNIVERSITY AVE	LITTLE ROCK	AR	72204	34.729159	-92.34019
467517001	Regency Beauty Institute-Little Rock	Regency Beauty Institute	2614 South Shackleford Road	Little Rock	AR	722050000	34.752391	-92.3355
106892001	Eastern College of Health Vocations-Little Rock	Main Campus	200 South University Avenue	LITTLE ROCK	AR	72205	34.752391	-92.3355
106263001	University of Arkansas for Medical Sciences	University of Arkansas for Medical Sciences	4301 W MARKHAM SLOT 601	LITTLE ROCK	AR	72205	34.752391	-92.3355
106351002	Arkansas College of Barbering and Hair Design	Arkansas College of Barbering and Hair Design	2500 S. State Street	Little Rock	AR	72206	34.690671	-92.26865
457192001	Washington Barber College Inc	Main Campus	5300 West 65th Street	Little Rock	AR	722093820	34.674192	-92.35557
373526003	Diesel Driving Academy-Baton Rouge	Diesel Driving Academy-Little Rock	11001 I-30	Little Rock	AR	722095840	34.674192	-92.35557
106351003	Arkansas College of Barbering and Hair Design	Arkansas College of Barbering and Hair Design	8521 Geyer Springs Rd Unit 30	Little Rock	AR	72209	34.674192	-92.35557
106315001	Arkansas Beauty School	Main Campus	5108 BASELINE RD	LITTLE ROCK	AR	72209	34.674192	-92.35557
106546001	Baptist Health Schools-Little Rock	Main Campus	11900 COL GLENN RD STE 1000	LITTLE ROCK	AR	722102820	34.71542	-92.47087
443924001	University of Phoenix-Little Rock Campus	Little Rock Main Campus	10800 Financial Centre Parkway-Ste 125	Little Rock	AR	722113500	34.749723	-92.41345
458885001	Strayer University-Arkansas	Main Campus	10825 Financial Centre Pkwy Ste 400	Little Rock	AR	72211	34.749723	-92.41345
413839001	ITT Technical Institute-Little Rock	Main Campus	12200 Westhaven Drive	LITTLE ROCK	AR	72211	34.749723	-92.41345
456339001	Heritage College-Little Rock	Heritage College - Little Rock	1309 Old Forge Dr	Little Rock	AR	72227	34.771024	-92.37117
107141004	John Brown University	Little Rock Center	8114 Cantrell Road, Suite 250	Little Rock	AR	72227	34.771024	-92.37117
107318001	Mid-South Community College	Main Campus	2000 W.  BROADWAY	WEST MEMPHIS	AR	723013829	35.150009	-90.17636
107327009	Arkansas Northeastern College	ACME	4885 North County Rd 785	Blytheville	AR	72315	35.925991	-89.91767
107327004	Arkansas Northeastern College	Crisp Center	4123 East Highway 18	Blytheville	AR	72315	35.925991	-89.91767
107327001	Arkansas Northeastern College	Main Campus	2501 S. Division	Blytheville	AR	723161109	35.694942	-89.966819
107327007	Arkansas Northeastern College	Burdette Center	Interstate 55	Burdette	AR	72321	35.818518	-89.93751
106829001	Crowley's Ridge Technical Institute	Main Campus	1620 Newcastle Road	FORREST CITY	AR	723350925	35.010683	-90.78048
106883001	East Arkansas Community College	East Arkansas Community College	1700 NEWCASTLE RD	FORREST CITY	AR	72335	35.010683	-90.78048
107619001	Phillips Community College of the University of Arkansas	Main Campus	1000 CAMPUS DR	HELENA	AR	723420785	34.485028	-90.64636
440402003	Arkansas State University-Newport	ASU-Newport Marked Tree Campus	P.O. Box 280	Marked Tree	AR	72365	35.534421	-90.41892
107327003	Arkansas Northeastern College	Osceola Center	2868 West Semmes Street	Osceola	AR	72370	35.696385	-90.02631
379782001	Center for Advanced Legal Studies	Center for Advanced Legal Studies Main Campus	3910 KIRBY , SUITE 200	HOUSTON	TX	770984151	29.735529	-95.41405
227298001	Ocean Corporation	Main Campus	10840 ROCKLEY RD	HOUSTON	TX	77099	29.668489	-95.5869
458034001	Cardiotech Ultrasound School	Main Campus	12135 Bissonnet Ste E	Houston	TX	77099	29.668489	-95.5869
440989006	Texas Barber Colleges and Hairstyling Schools	Texas Barber Colleges and Hairstyling Schools #7	1212 D South Frazier	Conroe	TX	773014407	30.313308	-95.45085
227182004	Lone Star College System	Lone Star College - Kingwood	20000 Kingwood Drive	Kingwood	TX	773393801	30.053368	-95.21807
246406001	Sebring Career Schools-Huntsville	Branch Campus	2505 Lake Rd. Suite 1	HUNTSVILLE	TX	77340	30.680641	-95.50776
227881001	Sam Houston State University	Main Campus	1803 Ave I	HUNTSVILLE	TX	77340	30.680641	-95.50776
454397001	Regency Beauty Institute-Cypresswood	Regency Beauty Institute	19770 North Freeway	Spring	TX	77373	30.056394	-95.38961
227182003	Lone Star College System	Lone Star College - Tomball	30555 Tomball Parkway	Tomball	TX	773754036	30.073775	-95.61882
227182001	Lone Star College System	District Services and Training Center	5000 Research Forest Drive	The Woodlands	TX	773814356	30.17873	-95.5021
227182005	Lone Star College System	Lone Star College - Montgomery	3200 College Park Drive	Conroe	TX	773844500	30.233865	-95.49679
142489001	The School of Hairstyling	Main Campus	141 East Chubbuck Road	Chubbuck	ID	83202	42.96866	-112.43182
142276001	Idaho State University	ISU -- Pocatello Campus	921 S. 8th Ave., STOP 8310	POCATELLO	ID	832098140	42.639474	-112.313836
460808001	College of Massage Therapy	Main Campus	98 Poplar Street	Blackfoot	ID	832211758	43.211238	-112.39454
457509001	Master Educators Beauty School	Main Campus	1205 Filer Ave E	Twin Falls	ID	83301	42.530288	-114.47509
142407001	Joseph Charles Institute of Cosmetology	Joseph Charles Institute of Cosmetology	837 Pole Line Rd Ste.103	TWIN FALLS	ID	83301	42.530288	-114.47509
457493001	D & L Academy of Hair Design	Main Campus	113 Main Ave E	Twin Falls	ID	83301	42.530288	-114.47509
142559001	College of Southern Idaho	CSI Main Campus	315 Falls Ave.	TWIN FALLS	ID	833011238	42.530288	-114.47509
142115004	Boise State University	Boise State University - College of Southern Idaho Extension	Hepworth Higher Ed. Center 144D, 315 Falls Avenue	Twin Falls	ID	83301	42.530288	-114.47509
445780001	Cosmetology School of Arts and Sciences	Main Campus	529 Overland Avenue	Burley	ID	83318	42.496588	-113.79857
142559004	College of Southern Idaho	Mini-Cassia Center	1600 Parke Ave	Burley	ID	83318	42.496588	-113.79857
142559003	College of Southern Idaho	Northside Center	202 14th Ave. E.	Gooding	ID	83330	42.944346	-114.70605
142559002	College of Southern Idaho	Blaine County Center	1050 Fox Acres Road	Hailey	ID	83333	43.527659	-114.31153
142285002	University of Idaho	Idaho Falls Center for Higher Education	1776 Science Center Drive	Idaho Falls	ID	83401	43.528891	-111.98136
142276002	Idaho State University	ISU --University Place, Idaho Falls	1776 Science Center Drive	Idaho Falls	ID	83401	43.528891	-111.98136
474906001	CollegeAmerica-Stevens Henager College	Stevens-Henager College	901 Pier View Drive Suite 105	Idaho Falls	ID	83402	43.497685	-112.07391
476869001	Austin Kade Academy	Main Campus	1646 South Woodruff Avenue	Idaho Falls	ID	834045540	43.465998	-112.01425
142179001	Eastern Idaho Technical College	Main Campus	1600 S 25TH E	IDAHO FALLS	ID	834045788	43.465998	-112.01425
454944001	Hair Academy Paul Mitchell Partner School	Main campus	557 Mariah Ave	Rexburg	ID	83440	43.80991	-111.80942
454935001	Evans Hairstyling College-Rexburg	Main campus	67 Winn Dr	Rexburg	ID	83440	43.80991	-111.80942
142522001	Brigham Young University-Idaho	BYU-Idaho	525 S CENTER	Rexburg	ID	834601650	43.776095	-111.691047
155210002	Johnson County Community College	Olathe Health Education Center	21201 W. 152nd Street	Olathe	KS	66061	38.889784	-94.85558
449241001	Regency Beauty Institute-Olathe	Regency Beauty Institute	12517 S Rogers Rd	Olathe	KS	66062	38.860511	-94.77581
155520001	MidAmerica Nazarene University	Main Campus	2030 E. COLLEGE WAY	OLATHE	KS	660621899	38.860511	-94.77581
155566002	Neosho County Community College	Ottawa Campus	900 East Logan Street	Ottawa	KS	66067	38.614986	-95.27355
155627001	Ottawa University-Ottawa	Ottawa, KS Campus	1001 South Cedar Street	Ottawa	KS	660673399	38.614986	-95.27355
155292005	Kansas City Kansas Community College	Auto Tech Campus	6736 State Ave	Kansas City	KS	66102	39.112204	-94.66643
155007001	Donnelly College	Donnelly College	608 N 18TH ST	KANSAS CITY	KS	66102	39.112204	-94.66643
155292004	Kansas City Kansas Community College	KCKCC Technical Education Center	2220 N59th st	Kansas City	KS	66104	39.137003	-94.67203
155292001	Kansas City Kansas Community College	KCKCC CAMPUS	7250 STATE AVE	KANSAS CITY	KS	66112	39.117009	-94.76614
155317003	University of Kansas	Medical Center (Kansas City)	3901 Rainbow Blvd	Kansas City	KS	66160	39.096551	-94.749538
155089005	Friends University	Friends University - Lenexa	8207 Melrose	Lenexa	KS	66202	39.023105	-94.66658
155441001	La Baron Hairdressing Academy-Overland Park	Main Campus	8119 ROBINSON	OVERLAND PARK	KS	66204	38.992255	-94.67528
155210001	Johnson County Community College	Main Campus	12345 COLLEGE BLVD	OVERLAND PARK	KS	662101299	38.924739	-94.70473
406200001	Wright Career College	WCC - Overland Park	10700 Metcalf Ave.	OVERLAND PARK	KS	66210	38.924739	-94.70473
177038001	Cleveland University-Kansas City	Main Campus	10850 Lowell AVE	Overland Park	KS	66210	38.924739	-94.70473
154688004	Baker University	School of Professional and Graduate Studies-Overland Park	8001 College Blvd. Suite 100	Overland Park	KS	66210	38.924739	-94.70473
155636001	Ottawa University-Kansas City	Kansas City Campus	4370 West 109th Street, Suite 200	OVERLAND PARK	KS	66211	38.925159	-94.64136
476984001	Paul Mitchell The School-Overland Park	Main Campus	8731 West 95th Street	Overland Park	KS	662124050	38.959606	-94.68189
476902001	Mitsu Sato Hair Academy	Main Campus	9062 Metcalf Avenue	Overland Park	KS	662121457	38.959606	-94.68189
439589003	Marinello Schools of Beauty-Topeka	Marinello School of Beauty - Overland Park	10324 Mastin	Overland Park	KS	66212	38.959606	-94.68189
155210003	Johnson County Community College	West Park Center	9780 W. 87th Street	Overland Park	KS	66212	38.959606	-94.68189
442718001	National American University-Overland Park	NAU-Overland Park	10310 MASTIN	OVERLAND PARK	KS	662125451	38.959606	-94.68189
155210004	Johnson County Community College	Overland Park Fire Training Center	12401 Hemlock	Overland Park	KS	66213	38.899634	-94.70758
155317002	University of Kansas	Edwards Campus (Overland Park)	12600 Quivira Road	Overland Park	KS	66213	38.899634	-94.70758
442143002	University of Phoenix-Kansas City Campus	Lenexa Learning Center	8345 Lenexa Dr. Suite 200	Lenexa	KS	66214	38.961756	-94.71498
452018001	The Art Institutes International∩┐╜Kansas City	The Art Institutes International Kansas City	8202 Melrose Drive	Lenexa	KS	662141625	38.961756	-94.71498
155399003	Kansas State University	Kansas State University Olathe	22201 W Innovation Dr	Olathe	KS	662141304	38.961756	-94.71498
461801001	Entourage Institute of Beauty and Esthetics	Main Campus	12004 West 95th Street	Lenexa	KS	662153803	38.961006	-94.74145
154767001	Brown Mackie College-Kansas City	Brown Mackie College - Kansas City	9705 Lenexa Drive	Lenexa	KS	662151345	38.961006	-94.74145
179317001	Saint Paul School of Theology	Greater Kansas City Campus	13720 Roe Ave.	Leawood	KS	66224	38.862007	-94.62127
154837001	Central Baptist Theological Seminary	Main Campus	6601 Monticello	Shawnee	KS	662263513	39.029641	-94.84844
154642002	Allen County Community College	Allen County Community Collge - Burlingame Campus	100 Bloomquist	Burlingame	KS	66413	38.767905	-95.88076
200217013	University of Mary	University of Mary, Kansas City Center	7703 NW Barry Road	Kansas City	MO	664426824	39.074628	-96.80662
154493008	Upper Iowa University	UIU - Fort Riley	Bldg. 215, Custer Ave.	Fort Riley	KS	66442	39.074628	-96.80662
155900008	Southwestern College	Professional Studies Center Fort Riley	Building 217 Custer Avenue	Fort Riley	KS	66442	39.074628	-96.80662
154970001	Marinello Schools of Beauty-Manhattan	Marinello School of Beauty - Manhattan (Main Campus)	512 POYNTZ AVE	MANHATTAN	KS	665026082	39.184986	-96.56932
377722002	Bellus Academy-Poway	Bellus Academy - Manhattan	1130 Westloop Place	Manhattan	KS	66502	39.184986	-96.56932
155496001	Manhattan Christian College	Main Campus	1415 ANDERSON AVE	MANHATTAN	KS	665024801	39.184986	-96.56932
155487001	Manhattan Area Technical College	MANHATTAN AREA TECHNICAL COLLEGE	3136 DICKENS AVE	MANHATTAN	KS	665032499	39.241083	-96.64914
155399001	Kansas State University	Main Campus	110 ANDERSON HALL	MANHATTAN	KS	665061303	39.194065	-96.57872
440402002	Arkansas State University-Newport	ASU-Newport Jonesboro Campus	5504 Krueger Drive	Jonesboro	AR	72401	35.844795	-90.68443
107327002	Arkansas Northeastern College	Leachville Center	103 North Main Street	Leachville	AR	72438	35.941576	-90.22683
106810001	Crowley's Ridge College	Main Campus	100 COLLEGE DR	PARAGOULD	AR	72450	36.065711	-90.5102
107327008	Arkansas Northeastern College	Paragould Center	1032 W. Kingshighway         PO Box 458	Paragould	AR	72451	36.11635	-90.525077
106625001	Black River Technical College	Main Campus	1410 HWY 304	POCAHONTAS	AR	72455	36.304912	-91.0141
106458001	Arkansas State University-Main Campus	Arkansas State University-Jonesboro	PO Box 10	State University	AR	72467	35.843125	-90.67579
107877001	Williams Baptist College	Main Campus	60 W Fulbright Avenue	Walnut Ridge	AR	72476	36.068015	-90.94429
106342001	Lyon College	Main Campus	2300 HIGHLAND ROAD	BATESVILLE	AR	72501	35.78108	-91.63835
106999001	University of Arkansas Community College-Batesville	Main Campus	2005 White Drive, PO BOX 3350	Batesville	AR	725033350	35.734617	-91.534303
107549003	Ozarka College	Ozarka College-Ash Flat	64 College Drive	Ash Flat	AR	72513	36.24564	-91.63703
107549004	Ozarka College	Ozarka College-Mammoth Spring	520 Archer	Mammoth Spring	AR	72554	36.445205	-91.5553
107549001	Ozarka College	Main Campus	218 COLLEGE DR	MELBOURNE	AR	725560010	36.035962	-91.92696
107549002	Ozarka College	Ozarka College-Mountain View	1800 College Drive	Mountain View	AR	72560	35.863114	-92.11108
107460001	North Arkansas College	Main Campus	1515 PIONEER DR.	HARRISON	AR	72601	36.236984	-93.09345
160320003	Aveda Institute-Covington	Aveda Institute - Houston	19241 David Memorial Drive  Suite 100	Shenandoah	TX	77385	30.18771	-95.43893
440448005	University of Phoenix-Houston Campus	Woodlands Learning Center	24624 North Interstate 45 Suite 100	Spring	TX	77386	30.128862	-95.41896
229841004	Wharton County Junior College	Bay City Campus	4000 Avenue F, Suite B	Bay City	TX	77414	28.945269	-95.9357
227182006	Lone Star College System	Lone Star College - Cy-Fair	9191 Barker-Cypress Road	Cypress	TX	774331383	29.884175	-95.72219
227526001	Prairie View A & M University	Main Campus	Reda Bland Evans and Ann Preston St.	PRAIRIE VIEW	TX	77446	30.082131	-95.99178
225511003	University of Houston	Cinco Ranch	4242 South Mason Rd	Katy	TX	77450	29.758799	-95.74751
229841002	Wharton County Junior College	Fort Bend Technical Center	5333 FM 1640	Richmond	TX	77469	29.584172	-95.747
228680003	Texas State Technical College-Waco	Fort Bend Technical Center	5333 F.M. 1640	Richmond	TX	77469	29.584172	-95.747
223427004	Blinn College	Sealy	3701 Outlet Center Drive	Sealy	TX	77474	29.776375	-96.16474
225423015	Houston Community College	SOUTHWEST - STAFFORD COMPLEX	9910 CASH RD.	STAFFORD	TX	77477	29.626187	-95.57145
225423013	Houston Community College	SOUTHWEST - APPLIED TECHNOLOGY CENTER	4010 BLUEBONNET	STAFFORD	TX	77477	29.626187	-95.57145
482635008	DeVry University-Texas	Sugar Land Center	14100 Southwest Frwy., Ste. 100	Sugar Land	TX	77478	29.627737	-95.62444
229841003	Wharton County Junior College	Sugar Land Campus	14004 University Boulevard	Sugar Land	TX	77479	29.573345	-95.63213
225511002	University of Houston	Sugarland	14000 University Blvd	Sugarland	TX	77479	29.573345	-95.63213
229841001	Wharton County Junior College	Main Campus	911 BOLING HWY	WHARTON	TX	77488	29.307347	-96.09055
225423017	Houston Community College	SOUTHWEST - MISSOURI CITY	5855 Sienna Springs Way	MISSOURI CITY	TX	77489	29.601141	-95.51772
