UnitId	SetorCode	Address	City	State	Zip	Latitude	Longitude	TotalMen	TotalWomen	Murder	NegM	Forcib	NonForcib	Robbe	AggA	Burgla	Vehic	Arson
431594001	2	55 Fruit Street	BOSTON	MA	02114	42.361792	-71.06774	0	20	0	0	2.67	0	0	9.67	2.33	0.33	0
168227001	2	550 HUNTINGTON AVE	BOSTON	MA	021155998	42.34308	-71.09268	3395	784	0	0	1	0	0	1.67	3.33	0.67	0
167057001	2	290 HUNTINGTON AVE	BOSTON	MA	02115	42.34308	-71.09268	430	383	0	0	0	0	4.67	1.67	3.67	0.67	0
167783001	2	300 THE FENWAY	BOSTON	MA	021155898	42.34308	-71.09268	384	4271	0	0	1	0	0	0.33	11	0	0
166984001	2	230 THE FENWAY	BOSTON	MA	021155596	42.34308	-71.09268	181	470	0	0	0	0	0	0	0	0	0
167358001	2	360 HUNTINGTON AVE	BOSTON	MA	02115	42.34308	-71.09268	10092	9961	0	0	7	0.33	4.67	4	18.67	0	0.33
167093001	2	424 BEACON ST	BOSTON	MA	021151129	42.34308	-71.09268	137	365	0	0	0	0	0	0	0	0	0
166656001	2	179 LONGWOOD AVE	BOSTON	MA	021155896	42.34308	-71.09268	2203	4345	0	0	0	0	0	0.67	5	0	0
165671001	2	400 THE FENWAY	BOSTON	MA	02115	42.34308	-71.09268	630	1806	0	0	1	0	0	1	4.33	0	0
164872001	2	320 NEWBURY ST	BOSTON	MA	021152703	42.34308	-71.09268	564	473	0	0	0	0	0	0	1	0	0
166674001	1	621 HUNTINGTON AVE	BOSTON	MA	021155801	42.34308	-71.09268	697	1567	0	0	1.67	0	0	0.33	2.67	0	0
164641001	3	122 COMMONWEALTH AVE	BOSTON	MA	021162901	42.349622	-71.07372	334	870	0	0	0	0	0	0	0	0	0
167215001	2	154 STUART ST	BOSTON	MA	02116	42.349622	-71.07372	408	556	0	0	0	0	1	0	0	0	0
165802001	2	118 BEACON ST	BOSTON	MA	02116	42.349622	-71.07372	504	1426	0	0	0	0	0	0.67	4.33	0	0
165662001	2	120 Boylston Street	Boston	MA	021164624	42.349622	-71.07372	1604	2957	0	0	4.67	0.33	0	0.33	6	0	0.67
165884001	2	41 Berkeley Street	Boston	MA	02116	42.349622	-71.07372	434	48	0	0	0	0	0	0	0	0	0
164988002	2	715 Albany Street	Boston	MA	02118	42.338724	-71.07276	13628	18783	0	0	0	0	0	0.67	1.33	0.33	0
165945003	2	90 Warren Street	Boston	MA	02119	42.324511	-71.08455	1512	625	0	0	0	0	0	0	0	0	0
167631001	4	1234 COLUMBUS AVE	ROXBURY CROSSING	MA	021203400	42.332099	-71.09651	804	1633	0	0	0.67	0.67	1	2.67	2.67	0.67	0
166638001	1	100 MORRISSEY BLVD	BOSTON	MA	021253393	42.316852	-71.05811	6664	9613	0	0	0.67	0	0	0	1.33	0	0.33
165112001	4	250 NEW RUTHERFORD AVE	BOSTON	MA	021292925	42.378619	-71.06495	6097	7926	0	0	0.33	0	0	0.33	1	1	0
167899002	2	Schrafft Center, 529 Main St., Suite 1M4	Boston	MA	02129	42.378619	-71.06495	1414	1841	0	0	0	0	0	0	0	0	0
166869001	2	Charlestown Navy Yard, 36 1ST Avenue	BOSTON	MA	021294557	42.378619	-71.06495	184	912	0	0	0	0	0	0	0.33	0	0
166027004	2	125 Arborway	Boston	MA	02130	42.309998	-71.11171	14478	13819	0	0	0	0	0	0	0.67	0	0
167093004	2	4199 Washington Street, Suite 2	Roslindale	MA	02131	42.284678	-71.13052	137	365	0	0	0	0	0	0	0	0	0
167020001	9	1505 COMMONWEALTH AVE	BRIGHTON	MA	021353605	42.348418	-71.15349	44	325	0	0	0	0	0	0.67	0	0	0
167677001	2	127 LAKE ST	BRIGHTON	MA	02135	42.348418	-71.15349	140	52	0	0	0	0	0	0	0	0	0
167093005	2	1415 Hyde Park Avenue	Hyde Park	MA	02136	42.252198	-71.12593	137	365	0	0	0	0	0	0	0	0	0
164614001	2	950 METROPOLITAN AVE	BOSTON	MA	02136	42.252198	-71.12593	55	41	0	0	0	0	0	0	0	0	0
166452001	2	29 EVERETT ST	CAMBRIDGE	MA	021382790	42.379146	-71.12803	929	4266	0	0	2	0	0.33	0.67	16.33	0.33	0
166027002	2	Massachusetts Hall	Cambridge	MA	02138	42.379146	-71.12803	14478	13819	0	0	0	0	0	0.33	5	0.33	0
166027001	2	Massachusetts Hall	Cambridge	MA	02138	42.379146	-71.12803	14478	13819	0	0	29	0	1	3.33	29.33	2.33	0.33
165705001	2	99 BRATTLE ST	CAMBRIDGE	MA	021383494	42.379146	-71.12803	24	46	0	0	0.33	0	0	0	1.33	0	0
165167001	2	1000 MASSACHUSETTS  AVENUE	CAMBRIDGE	MA	02138	42.379146	-71.12803	880	2234	0	0	0	0	0	0	1.33	0	0
189088003	2	27 Garden Street	Cambridge	MA	02138	42.379146	-71.12803	1028	1327	0	0	0	0	0	0	3.67	0	0
166683001	2	77 MASSACHUSETTS AVE	CAMBRIDGE	MA	021394307	42.364347	-71.10431	7139	4162	0.33	0	9.33	0	1	0.67	12.67	1.67	1
164368001	2	1 Education St	Cambridge	MA	021411805	42.370519	-71.08443	440	201	0	0	0	0	0	0.67	0.33	0	0
452054001	6	215 First St	Cambridge	MA	02142	42.362297	-71.08412	247	241	0	0	0	0	0	0	0	0	0
165556001	9	5 Middlesex Ave	Somerville	MA	02145	42.390846	-71.09225	111	220	0	0	0	0	0	0.33	0	0.33	0
442815001	9	2 FLORENCE ST	MALDEN	MA	02148	42.428549	-71.06059	66	279	0	0	0	0	0	0	0	0	0
373678001	9	492-500 MAIN ST	MALDEN	MA	02148	42.428549	-71.06059	84	84	0	0	0	0	0	0	0	0	0
444769001	9	380-388 PLEASANT STREET	MALDEN	MA	021488143	42.428549	-71.06059	41	242	0	0	0	0	0	0	1.67	0	0
407179001	9	347 PLEASANT STREET	MALDEN	MA	02148	42.428549	-71.06059	6	149	0	0	0	0	0	0	0	0	0
445373001	9	70 Everett Ave	Chelsea	MA	02150	42.396382	-71.03352	71	363	0	0	0	0	0	0	0	0	0
165112002	4	175 Hawthorne Street	Chelsea	MA	02150	42.396382	-71.03352	6097	7926	0	0	0.67	0	0	0	0	0	0
362782001	9	222 BOSTON AVENUE	MEDFORD	MA	02155	42.419846	-71.10942	2	169	0	0	0	0	0.33	0	0	0	0
166407001	5	170 GOVERNORS AVE	MEDFORD	MA	021551643	42.419846	-71.10942	37	265	0	0	0	0	0	0	0.33	0	0
168148001	2	419 Boston Avenue	Medford	MA	021555555	42.419846	-71.10942	4945	5927	0	0	6.33	0	1	3.67	15.67	0.33	1
166805001	9	64 Ross Way	QUINCY	MA	02169	42.250739	-70.99593	81	10	0	0	0	0	0	0.33	0.33	0	0
166595001	9	200 PARKING WAY	QUINCY	MA	02169	42.250739	-70.99593	6	54	0	0	0	0	0	0	0	0	0
167525001	4	1250 Hancock Street	QUINCY	MA	02169	42.250739	-70.99593	1474	3102	0	0	0	0	0	0	0.33	0	0
165644001	2	23 E ELM AVE	QUINCY	MA	021702999	42.267049	-71.01834	383	1095	0	0	0.67	0	0	0	0.33	0	0
440420001	3	19 Granite Street Suite 300	BRAINTREE	MA	02184	42.209555	-70.99968	147	63	0	0	0	0	0	0	0	0	0
165264001	2	303 Adams Street	Milton	MA	02186	42.253074	-71.07496	75	623	0	0	0	0	0.67	0	0.67	0	0
165529001	2	1071 BLUE HILL AVE	MILTON	MA	021862395	42.253074	-71.07496	1154	1920	0	0	3	0	1	0.67	3	0	0
451264002	9	263 Summer Street	Boston	MA	02210	42.347974	-71.04463	42	135	0	0	0	0	0	0	0	0	0
167224001	6	537 COMMONWEALTH AVE	BOSTON	MA	02215	42.346997	-71.10215	20	46	0	0	0	0	0	0	0	0	0
168290001	2	200 THE RIVERWAY	BOSTON	MA	022154176	42.346997	-71.10215	155	1223	0	0	1	0	0	1	4.33	0	0
164933001	2	8 THE FENWAY	BOSTON	MA	02215	42.346997	-71.10215	308	466	0	0	0	0	0	0	0.67	0	0
167093003	2	930 Commonwealth Avenue, Suite 2A	Boston	MA	02215	42.346997	-71.10215	137	365	0	0	0	0	0	0	0	0	0
166452002	2	700 Beacon Street	Boston	MA	02215	42.346997	-71.10215	929	4266	0	0	0	0	0	0	0.33	0	0
164988001	2	1 Silber Way	Boston	MA	02215	42.346997	-71.10215	13628	18783	0	0	7.67	0	1.67	3.33	45.67	1	0
164748001	2	1140 BOYLSTON ST	BOSTON	MA	02215	42.346997	-71.10215	3121	1398	0	0	1.33	0	0	0.33	1.67	0	0.33
433466001	9	460 Belmont Street	Brockton	MA	02301	42.0794	-71.03441	163	780	0	0	0	0	0	0	0	0	0
425889001	9	365 WESTGATE DRIVE	BROCKTON	MA	023011818	42.0794	-71.03441	53	325	0	0	0	0	0.33	0	0	0	0
419147001	9	541 WEST ST	BROCKTON	MA	02301	42.0794	-71.03441	0	36	0	0	0	0	0	0	0	0	0
166823001	4	ONE MASSASOIT BLVD	BROCKTON	MA	023023996	42.08715	-71.00222	3581	4691	0	0	0.33	0	0.33	3	0	0.33	0
165060001	5	680 CENTRE ST	BROCKTON	MA	023023395	42.08715	-71.00222	30	293	0	0	0	0	0	0	0	0	0
165024001	1	131 Summer Street	BRIDGEWATER	MA	023250001	41.98725	-70.972786	4453	6814	0	0	2	0	0	3.33	6.33	0.67	0.33
166823003	4	49 Union Street	Middleboro	MA	023462245	41.889582	-70.89406	3581	4691	0	0	0	0	0	0	0	0	0
167996001	2	320 WASHINGTON ST	EASTON	MA	023577180	42.064499	-71.087091	949	1532	0	0	4	0	0	0.67	3.67	0.33	0.67
167525002	4	36 Cordage Park Suite 228	Plymouth	MA	02360	41.894676	-70.61999	1474	3102	0	0	0.33	0	0	0	0	0	0
445656001	9	59 INDUSTRIAL PARK RD	PLYMOUTH	MA	02362	41.970474	-70.701357	5	131	0	0	0	0	0	0	0.33	0	0
167871001	7	250 FOUNDRY ST	SOUTH EASTON	MA	02375	42.029749	-71.10191	20	92	0	0	0	0	0	0	0	0	0
166319001	9	240 LIBERTY ST	BROCKTON	MA	02401	42.079399	-71.03459	1	43	0	0	0	0	0	0	0	0	0
167321001	3	10 Brookline Place West, 2nd Floor	Brookline	MA	024457295	42.324397	-71.13933	508	271	0	0	0	0	1	0	0.67	0	0
167251001	2	129 FISHER AVE	BROOKLINE	MA	02445	42.324397	-71.13933	426	536	0	0	0.67	0	0	0.33	3	0	0
166054001	2	50 GODDARD AVE	BROOKLINE	MA	024457496	42.324397	-71.13933	154	54	0	0	0	0	0	0	0.33	0	0
164915001	2	1581 BEACON ST	BROOKLINE	MA	02446	42.344747	-71.12141	45	102	0	0	0	0	0	0	0	0	0
164739001	2	175 FOREST ST	WALTHAM	MA	024524705	42.392496	-71.22153	3255	2403	0	0	2.33	0	1	4	18.67	0	2.33
165015001	2	415 South Street	Waltham	MA	024549110	42.356719	-71.250479	2658	3167	0	0	5	0	0.33	0	3.67	0.33	0
164580001	2	231 Forest Street	Babson Park	MA	024570310	42.180048	-71.08923	1992	1351	0	0	3.33	0	0.33	1	6	0	0.67
167181001	2	150 California Street	Newton	MA	02458	42.354727	-71.18809	42	137	0	0	0	0	0	0	0.33	0	0
166045001	2	160 Herrick Road	Newton Centre	MA	024592237	42.321197	-71.193	64	124	0	0	0	0	0	0	0	0	0
164474001	2	210 HERRICK RD	NEWTON CENTRE	MA	024592243	42.321197	-71.193	96	176	0	0	0	0	0	0	0	0.33	0
166948001	2	777 DEDHAM ST	NEWTON	MA	02459	42.321197	-71.193	442	846	0	0	3.67	0	0	0	18.67	0	0
166717001	2	One Wells Ave	Newton	MA	02459	42.321197	-71.193	138	514	0	0	0	0	0	0	0	0	0
166391001	2	1844 COMMONWEALTH AVE	Auburndale	MA	024662716	42.345833	-71.24735	726	1355	0	0	2.33	0	0	0	10.33	0.33	0
167455001	2	400 HEATH ST	CHESTNUT HILL	MA	02467	42.321997	-71.17314	55	291	0	0	0	0	0.33	1	1	0	0
164924001	2	140 COMMONWEALTH AVE	CHESTNUT HILL	MA	024673961	42.321997	-71.17314	6500	7809	0	0	7.67	0	0	0.33	4.33	1.67	4
166975001	9	103 Morse Street	Watertown	MA	02472	42.371296	-71.18196	57	153	0	0	0	0	0	0	0	0	0
166647001	4	50 OAKLAND ST	WELLESLEY HILLS	MA	024815399	42.313329	-71.27649	2464	2913	0	0	0	0	0	0	0.67	0	0
168218001	2	106 CENTRAL ST	WELLESLEY	MA	024818203	42.313329	-71.27649	50	2424	0	0	4	0	0	0	5.33	0.33	0
441982001	2	1000 Olin Way	Needham	MA	024921200	42.278247	-71.23388	177	178	0	0	0.33	0	0	0	0	0	0
167598001	2	235 WELLESLEY ST	WESTON	MA	024931571	42.358663	-71.28831	388	1681	0	0	0	0	0	0.33	0	0	0
167464001	2	558 SOUTH AVE	WESTON	MA	024932699	42.358663	-71.28831	57	0	0	0	0	0	0	0	0	0	0
373711001	7	220 SANDWICH RD	BOURNE	MA	02532	41.751841	-70.59764	1	58	0	0	0	0	0	0	0	0	0
166692001	1	101 ACADEMY DR	BUZZARDS BAY	MA	025321803	41.751841	-70.59764	1296	180	0	0	0.67	0	0	0	3	0	0
441478001	2	186 Jones Rd.	Falmouth	MA	02540	41.56105	-70.61968	84	58	0	0	0	0	0	0	0	0	0
166638002	1	180 Polpis RD	Nantucket	MA	02554	41.276758	-70.09089	6664	9613	0	0	0	0	0	0	0	0	0
381635001	9	259 NORTH STREET	HYANNIS	MA	02601	41.654741	-70.2895	5	72	0	0	0	0	0	0	0	0	0
165194001	4	2240 IYANNOUGH RD	WEST BARNSTABLE	MA	026681599	41.70631	-70.37048	1559	2492	0	0	0	0	0	1	0.33	0	0.33
165024002	1	11 Field Road	Attleboro	MA	02703	41.928099	-71.31456	4453	6814	0	0	0	0	0	0	0	0	0
167987008	1	200 Mill Road Suite 150	Fairhaven	MA	02719	41.634152	-70.8814	4638	4415	0	0	0	0	0	0	0	0	0
165033001	4	777 Elsbree St	Fall River	MA	027207399	41.716952	-71.13986	3627	5708	0	0	0	0	0	0	0	0.33	0
447494001	9	82 Hartwell Street	Fall River	MA	02721	41.685452	-71.15425	39	259	0	0	0	0	0	0	0	0	0
165750001	9	260 S Main St	FALL RIVER	MA	027215330	41.685452	-71.15425	49	56	0	0	0	0	0	0	0	0	0
165608001	7	251 STONEHAVEN RD	FALL RIVER	MA	02723	41.691369	-71.13234	11	69	0	0	0	0	0	0	0	0	0
166328001	9	281 UNION ST	NEW BEDFORD	MA	02740	41.634754	-70.93752	1	101	0	0	0	0	0	0	0	0	0
167987002	1	Rodney French BLVD	New Bedford	MA	02740	41.634754	-70.93752	4638	4415	0	0	0	0	0	0	0	0	0
166018001	2	893 WEST ST	AMHERST	MA	010023359	42.377651	-72.50323	646	846	0	0	13.33	0	0.67	0.33	8.67	0.33	3.67
164465001	2	Boltwood Avenue	AMHERST	MA	010025000	42.377651	-72.50323	900	885	0	0	13.33	0.33	0	1	8.67	0.33	0
166629001	1	374 Whitmore Administration Building	Amherst	MA	01003	42.369562	-72.63599	14467	14051	0	0	16.67	0	0.67	6	37.67	1.33	2.33
167394001	2	291 SPRINGFIELD ST	CHICOPEE	MA	010132839	42.161492	-72.60316	382	1296	0	0	0.33	0	0	0.67	2.33	0	0
466523001	6	645 Shawinigan Drive	Chicopee	MA	010203744	42.175992	-72.57265	8	62	0	0	0	0	0	0	0	0	0
130174005	9	134 DULONG CIR	CHICOPEE	MA	01022	42.196666	-72.55606	1710	920	0	0	0	0	0	0	0	0.33	0
166133001	4	303 HOMESTEAD AVE	HOLYOKE	MA	01040	42.201891	-72.6242	2673	4067	0	0	0.33	0	0	1.33	2.67	0.33	0
431099001	9	44 SEWALL STREET	LUDLOW	MA	01056	42.174893	-72.47068	3	99	0	0	0	0	0	0	0	0	0
445993004	9	58 Pleasant St, #2	Northampton	MA	01060	42.324539	-72.63561	21	286	0	0	0	0	0	0	0	0	0
167835001	2	ELM ST	NORTHAMPTON	MA	01063	42.317939	-72.640234	68	2965	0	0	3.33	0	0	0	8.33	1.33	0
166939001	2	50 College Street	SOUTH HADLEY	MA	01075	42.234891	-72.58243	12	2239	0	0	1.33	0	0	0	11	0.33	0
168263001	1	577 WESTERN AVE	WESTFIELD	MA	010861630	42.173428	-72.847964	2979	3392	0	0	7.67	0	0	0	2.33	0.33	1.33
166294001	9	11 CENTRAL ST	WEST SPRINGFIELD	MA	01089	42.112793	-72.64066	2	44	0	0	0	0	0	0	0	0	0
451255001	9	1578 Riverdale St	West Springfield	MA	01089	42.112793	-72.64066	0	25	0	0	0	0	0	0	0	0	0
166586001	9	266 BRIDGE ST	SPRINGFIELD	MA	01103	42.103294	-72.59112	2	36	0	0	0	0	0	0	0	0	0
438805002	9	189 Brookdale Drive	Springfield	MA	01104	42.130343	-72.57338	279	417	0	0	0.33	0	0	0	0	0	0
438805001	9	112 INDUSTRY AVENUE	SPRINGFIELD	MA	01104	42.130343	-72.57338	279	417	0	0	0	0	0	0.67	0.33	0	0
167905001	4	1 ARMORY SQ	SPRINGFIELD	MA	011051296	42.096644	-72.5798	2843	3949	0	0	0.33	0	0.33	0.33	7	0	0
164632001	2	588 LONGMEADOW ST	LONGMEADOW	MA	01106	42.050395	-72.5712	105	2252	0	0	0	0	0	0	1.33	0	0
167899001	2	263 ALDEN ST	SPRINGFIELD	MA	011093797	42.116277	-72.55031	1414	1841	0	0	2.33	0	3.33	0	9	0.33	0
164447001	2	1000 STATE ST	SPRINGFIELD	MA	01109	42.116277	-72.55031	1117	2540	0	0	1	0	3	3.33	16.67	1.67	1.67
165167008	2	1500 Main Street, Suite 100	Springfield	MA	01115	42.102894	-72.591633	880	2234	0	0	0	0	0	0	0	0	0
168254001	2	1215 WILBRAHAM RD	SPRINGFIELD	MA	011192684	42.128442	-72.50932	2113	1687	0	0	1	0	0	0	2.67	0.33	0
425986001	9	100 West Street	Pittsfield	MA	012015300	42.45384	-73.254	27	169	0	0	0	0	0	0	0	0	0
164775001	4	1350 WEST ST	PITTSFIELD	MA	012015786	42.45384	-73.254	921	1479	0	0	0	0	0	0	0	0	0
167792001	2	84 ALFORD RD	GREAT BARRINGTON	MA	012309702	42.189715	-73.35249	148	202	0	0	0.67	0	0	0	3	0	0
419095001	7	70 Hodges Cross Rd	North Adams	MA	012473999	42.696064	-73.10145	1	48	0	0	0	0	0	0	0	0	0
167288001	1	375 Church Street	North Adams	MA	012474100	42.696064	-73.10145	684	1032	0	0	1	0	0.67	0.33	11.67	0	0
168342001	2	880 MAIN ST. PO Box 368	WILLIAMSTOWN	MA	012670368	42.689962	-73.22355	1042	1108	0	0	10.67	0	0	2.33	8.67	0	0.33
165981001	4	ONE COLLEGE DR	GREENFIELD	MA	013019739	42.605524	-72.60098	892	1348	0	0	0	0	0	0	1.67	0	0
165495001	2	332 S. Deerfield Rd. P.O Box 179	CONWAY	MA	013410179	42.508313	-72.70403	6	10	0	0	0	0	0	0	0	0	0
166027006	2	324 North Main Street	Petersham	MA	01366	42.474718	-72.21226	14478	13819	0	0	0	0	0	0	0	0	0
166009001	9	241 MILLERS FALLS RD	TURNERS FALLS	MA	013760308	42.609425	-72.54438	21	48	0	0	0	0	0	0	0	0	0
166063001	9	276 WATER ST	FITCHBURG	MA	014205675	42.578689	-71.80338	0	30	0	0	0	0	0	0	0	0	0
433040001	7	1050 Westminster St Rte 2a	Fitchburg	MA	01420	42.578689	-71.80338	4	36	0	0	0	0	0	0.33	0	0	0
166957005	4	326 Nichols Road	Fitchburg	MA	01420	42.578689	-71.80338	1671	3063	0	0	0	0	0	0	0	0	0
165820001	1	160 PEARL ST	FITCHBURG	MA	014202697	42.578689	-71.80338	2431	4249	0	0	1	0	0.67	1.67	11	0	0.33
166957001	4	444 GREEN ST	GARDNER	MA	014401000	42.575355	-71.99183	1671	3063	0	0	0	0	0	1.33	1	0	0
166957003	4	100 Erdman Way	Leominster	MA	01453	42.526523	-71.75358	1671	3063	0	0	0	0	0	0	0	0	0
457624001	7	57 Old Muggett Hill Rd	Charlton	MA	01507	42.135142	-71.96961	2	26	0	0	0	0	0	0	0	0	0
164720002	2	964 Main Street	Leicester	MA	015241359	42.238942	-71.91908	820	1082	0	0	0	0	0	1	2.67	0	0
168148003	2	200 Westboro Road	North Grafton	MA	01536	42.231444	-71.70523	4945	5927	0	0	0	0	0	0	0	0	0
167534003	4	5 Optical Drive	Southbridge	MA	01550	42.070827	-72.03533	3672	4910	0	0	0	0	0	0	0	0	0
425870001	9	200 Main St	Spencer	MA	01562	42.247212	-71.99227	0	18	0	0	0	0	0	0	0	0	0
164632002	2	One Picker Road	Sturbridge	MA	01566	42.104581	-72.08584	105	2252	0	0	0	0	0	0	0	0	0
457615001	7	65 Pleasant St	Upton	MA	01568	42.17382	-71.60971	6	44	0	0	0.33	0	0	0	0	0	0
167260001	2	CENTER RD	DUDLEY	MA	015715000	42.049864	-71.9173	854	605	0	0	1.67	0	0	0.67	3	0.33	0
130174006	9	129 Flanders Road	Westborough	MA	01581	42.269845	-71.61408	1710	920	0	0	0	0	0	0	0	0	0
445647001	9	227 Turnpike Rd.  - Suite 1	Westboro	MA	01581	42.269845	-71.61408	3	90	0	0	0	0	0	0	0	0	0
167738001	6	184 West Boylston Street	West Boylston	MA	015831700	42.359842	-71.787	117	582	0	0	0	0	0	0	0	0	0
168430001	1	486 CHANDLER ST	WORCESTER	MA	016022597	42.272359	-71.84482	2452	3995	0	0	2	0	0	0.33	1.67	0	0
164599001	9	333 SHREWSBURY ST	WORCESTER	MA	01604	42.255393	-71.77459	15	51	0	0	0	0	0	0	0	0	0
434344001	9	6 Park Avenue	WORCESTER	MA	016052213	42.286543	-71.78846	4	54	0	0	0	0	0	0	0	0	0
167534001	4	670 W BOYLSTON ST	WORCESTER	MA	016062092	42.311342	-71.79531	3672	4910	0	0	1	0	0.33	0.67	0.67	0.33	0
166656002	2	19 Foster Street	Worcester	MA	01608	42.261343	-71.80173	2203	4345	0	0	0	0	0.67	0.33	0.33	0	0
373696001	9	150 Pleasant Street	Worcester	MA	01609	42.271743	-71.81348	87	89	0	0	0	0	0	0	0	0	0
168421001	2	100 INSTITUTE RD	WORCESTER	MA	016092280	42.271743	-71.81348	4359	1937	0	0	0	0	0.67	0.67	2	0.33	0
164562001	2	500 SALISBURY ST	WORCESTER	MA	016091296	42.271743	-71.81348	1009	1747	0	0	3.67	0	0	2.67	9	0.33	1.67
166124001	2	ONE COLLEGE STREET	WORCESTER	MA	016102395	42.248493	-71.80793	1449	1463	0	0	5.67	0	0.33	1.33	10.67	0.33	0
165334001	2	950 MAIN ST	WORCESTER	MA	016101477	42.248493	-71.80793	1508	2043	0	0	3.33	0	1	2	10.67	0.67	1
164492001	2	50 SUNSET LANE	PAXTON	MA	016121198	42.307591	-71.91929	716	824	0	0	2	0	0	0	2	0	0.33
164720001	2	61 SEVER ST	WORCESTER	MA	016150071	42.364807	-71.896868	820	1082	0	0	0	0	0	0.33	2.33	0.67	0
166708001	1	55 Lake Avenue, North	Worcester	MA	01655	42.364807	-71.896868	465	696	0.33	0	0.67	0	0.33	1.67	1.33	0.67	0.33
165866001	1	100 STATE ST	FRAMINGHAM	MA	017019101	42.318695	-71.42344	2036	4393	0	0	4	0	0	1.33	12.33	0	0
443678001	9	624 WORCESTER RD	FRAMINGHAM	MA	01702	42.283995	-71.42161	6	88	0	0	0	0	0	0	0	0	0
166647002	4	19 Flagg Drive	Framingham	MA	01702	42.283995	-71.42161	2464	2913	0	0	0	0	0	0	0	0	0
166647003	4	250 and 270 Eliot Street	Ashland	MA	01721	42.257956	-71.45886	2464	2913	0	0	0	0	0	0	0	0	0
166887001	4	591 SPRINGS RD	BEDFORD	MA	017309124	42.496679	-71.27504	4211	5491	0	0	0.33	0	0	0	0.67	0	0
165635001	6	150 Hanscom Drive	Bedford	MA	01730	42.496679	-71.27504	233	14	0	0	0	0	0	0	0	0	0
166027003	2	100 Old Causeway Road	Bedford	MA	01730	42.496679	-71.27504	14478	13819	0	0	0	0	0	0	0	0	0
178721049	2	Bldg 1728, 29 Chennault Street	Bedford	MA	01731	42.459085	-71.27556	5809	5169	0	0	0	0	0	0	0	0	0
164535001	7	215 Fitchburg Street	Marlborough	MA	01752	42.350909	-71.54753	4	42	0	0	0	0	0	0	0	0	0
166027007	2	1 Pine Hill Drive	Southborough	MA	01772	42.297643	-71.53369	14478	13819	0	0	0	0	0	0	0	0	0
130174008	9	8 Presidential Way	Woburn	MA	01801	42.484545	-71.15206	1710	920	0	0	0	0	0	0	0	0	0
451264001	9	600 W Cummings Park Ste 2550	Woburn	MA	01801	42.484545	-71.15206	42	135	0	0	0	0	0	0	0	0	0
165255001	9	300 WILDWOOD AVE	WOBURN	MA	01801	42.484545	-71.15206	0	171	0	0	0	0	0	0	0	0	0
164632003	2	123 Cambridge Street	Burlington	MA	01803	42.506362	-71.20008	105	2252	0	0	0.67	0	0	0	0	0	0
369002001	2	500 FEDERAL ST WOODLAND PARK	ANDOVER	MA	01810	42.646942	-71.1513	262	267	0	0	0	0	0.33	0	0.33	0	0
412535001	7	100 COOK ST	BILLERICA	MA	018215499	42.54805	-71.25054	3	44	0	0	0	0	0	0	0	0	0
167376001	4	100 Elliott Street	HAVERHILL	MA	018302399	42.78519	-71.07011	2817	4535	0	0	0	0	0	1	3	0	0
217606001	2	320 South Main Street	Haverhill	MA	01835	42.757767	-71.08518	229	180	0	0	0	0	0	0	0	0	0
167376002	4	41 Franklin Street	Lawrence	MA	01840	42.706941	-71.16181	2817	4535	0	0	0	0	0	0.33	0.33	0	0
165167005	2	360 Merrimack street	Lawrence	MA	01841	42.71159	-71.16667	880	2234	0	0	0	0	0	0	0	0	0
468963001	9	1600 Osgood Street	North Andover	MA	018451048	42.683841	-71.11171	208	11	0	0	0	0	0.33	0	0	0	0
166850001	2	315 TURNPIKE ST	NORTH ANDOVER	MA	01845	42.683841	-71.11171	1478	1589	0	0	3.33	0	0.33	0.67	12	0	0
440952001	9	211 PLAIN ST	LOWELL	MA	01852	42.634112	-71.29849	87	301	0	0	0	0	0	0	1	0	0
367130001	9	231 CENTRAL STREET	LOWELL	MA	01852	42.634112	-71.29849	7	109	0	0	0	0	0	0	0	0	0
166887002	4	33 Kearney Square	Lowell	MA	01852	42.634112	-71.29849	4211	5491	0	0	0	0	0	1.33	0.67	0	0
166513001	1	1 UNIVERSITY AVE	LOWELL	MA	018545104	42.649758	-71.33348	10017	6915	0	0	3	0	0.33	3.33	20.33	2.67	0
391564001	9	515 Woburn St.	Tewksbury	MA	01876	42.601684	-71.22071	20	210	0	0	0	0	0	0	0	0	0
410964001	9	1501 MAIN ST STE 48	TEWKSBURY	MA	01876	42.601684	-71.22071	1	34	0	0	0	0	0	0	0	0	0
382416001	7	250 Pawtucket Blvd	Tyngsboro	MA	01879	42.671589	-71.41694	8	72	0	0	0	0	0	0	0	0	0
439136001	3	200 Ballardvale Street, Building 1, Suite 200	Wilmington	MA	01887	42.558576	-71.17031	368	35	0	0	0	0	0	0	0	0	0
167312002	4	300 Broad Street	Lynn	MA	01901	42.461246	-70.946743	3071	4679	0	0	0.33	0	0	0	0	0	0
166601001	2	35 LITTLES POINT RD	SWAMPSCOTT	MA	019072896	42.474409	-70.90588	73	193	0	0	0	0	0	0	0	0	0
167312003	4	181 Elliott St	Beverly	MA	01915	42.560995	-70.8757	3071	4679	0	0	0	0	0	0	0	0	0
166911001	2	23 ESSEX ST	BEVERLY	MA	01915	42.560995	-70.8757	106	286	0	0	0	0	0	0	1	0	0
165699001	2	376 HALE ST	BEVERLY	MA	01915	42.560995	-70.8757	1613	3416	0	0	2.67	0	0	0	0	0	0
