avgAggMurderCount	avgAggNegligentManSlaughter	avgAggForcibleSexOffense	avgAggNonForcibleSexOffense	avgAggRobbery	avgAggAggravatedAssault	avgAggBurglary	avgAggVehicleTheft	avgAggArson	avgAggWeaponOffense	avgAggDrugViolations	avgAggLiquorViolations
0.18	0.01	41.36	0.55	17.7	28.91	253.44	42.74	8.7	14.24	243.23	415.21
